"id","date","confirmed","novos_casos","novos_casos_mm7d","novos_casos_mm7d_10k","deaths","novas_mortes","novas_mortes_mm7d","novas_mortes_mm7d_10k","recovered","tests","vaccines","people_vaccinated","people_fully_vaccinated","pop_pct_vacinada","pop_pct_naovacinada","hosp","icu","vent","school_closing","workplace_closing","cancel_events","gatherings_restrictions","transport_closing","stay_home_restrictions","internal_movement_restrictions","international_movement_restrictions","information_campaigns","testing_policy","contact_tracing","facial_coverings","vaccination_policy","elderly_people_protection","government_response_index","stringency_index","containment_health_index","economic_support_index","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","latitude","longitude","population","iso_alpha_3","iso_alpha_2","iso_numeric","iso_currency","key_local","key_google_mobility","key_apple_mobility","key_jhu_csse","key_nuts","key_gadm","retail_and_recreation_percent_change_from_baseline","retail_pct_mm7d","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"1","3e2d4144",2020-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11.46,5.56,13.1,0,1,"Sweden",NA,NA,63,16,10175214,"SWE","SE",752,"SEK",NA,"ChIJ8fA1bTmyXEYRYm-tjaLruCI","Sweden","SE",NA,"SWE",NA,NA,NA,NA,NA,NA,NA
"2","3e2d4144",2020-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11.46,5.56,13.1,0,1,"Sweden",NA,NA,63,16,10175214,"SWE","SE",752,"SEK",NA,"ChIJ8fA1bTmyXEYRYm-tjaLruCI","Sweden","SE",NA,"SWE",NA,NA,NA,NA,NA,NA,NA
"3","3e2d4144",2020-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11.46,5.56,13.1,0,1,"Sweden",NA,NA,63,16,10175214,"SWE","SE",752,"SEK",NA,"ChIJ8fA1bTmyXEYRYm-tjaLruCI","Sweden","SE",NA,"SWE",NA,NA,NA,NA,NA,NA,NA
"4","3e2d4144",2020-02-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11.46,5.56,13.1,0,1,"Sweden",NA,NA,63,16,10175214,"SWE","SE",752,"SEK",NA,"ChIJ8fA1bTmyXEYRYm-tjaLruCI","Sweden","SE",NA,"SWE",NA,NA,NA,NA,NA,NA,NA
"5","3e2d4144",2020-02-05,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11.46,5.56,13.1,0,1,"Sweden",NA,NA,63,16,10175214,"SWE","SE",752,"SEK",NA,"ChIJ8fA1bTmyXEYRYm-tjaLruCI","Sweden","SE",NA,"SWE",NA,NA,NA,NA,NA,NA,NA
"6","3e2d4144",2020-02-06,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11.46,5.56,13.1,0,1,"Sweden",NA,NA,63,16,10175214,"SWE","SE",752,"SEK",NA,"ChIJ8fA1bTmyXEYRYm-tjaLruCI","Sweden","SE",NA,"SWE",NA,NA,NA,NA,NA,NA,NA
"7","3e2d4144",2020-02-07,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11.46,5.56,13.1,0,1,"Sweden",NA,NA,63,16,10175214,"SWE","SE",752,"SEK",NA,"ChIJ8fA1bTmyXEYRYm-tjaLruCI","Sweden","SE",NA,"SWE",NA,NA,NA,NA,NA,NA,NA
"8","3e2d4144",2020-02-08,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11.46,5.56,13.1,0,1,"Sweden",NA,NA,63,16,10175214,"SWE","SE",752,"SEK",NA,"ChIJ8fA1bTmyXEYRYm-tjaLruCI","Sweden","SE",NA,"SWE",NA,NA,NA,NA,NA,NA,NA
"9","3e2d4144",2020-02-09,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11.46,5.56,13.1,0,1,"Sweden",NA,NA,63,16,10175214,"SWE","SE",752,"SEK",NA,"ChIJ8fA1bTmyXEYRYm-tjaLruCI","Sweden","SE",NA,"SWE",NA,NA,NA,NA,NA,NA,NA
"10","3e2d4144",2020-02-10,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,2,0,0,0,11.46,5.56,13.1,0,1,"Sweden",NA,NA,63,16,10175214,"SWE","SE",752,"SEK",NA,"ChIJ8fA1bTmyXEYRYm-tjaLruCI","Sweden","SE",NA,"SWE",NA,NA,NA,NA,NA,NA,NA
